@relation tashkis hadese-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 {1,2,}

@data
4.0936,-4.2932,1
6.7023,-6.5299,1
4.7435,-4.6367,1
3.8728,-3.7904,1
4.6103,-4.4418,1
8.1473,-8.0667,1
2.3596,-2.2398,1
7.0192,-6.84,1
6.9376,-6.7674,1
4.1425,-3.9469,1
4.653,-4.6402,1
3.9312,-3.8464,1
6.4852,-6.4855,1
6.8694,-6.7238,1
5.2988,-5.2376,1
4.8509,-4.7595,1
4.7409,-4.634,1
0.13744,-0.19449,1
4.4566,-4.2528,1
6.5243,-6.4135,1
6.266,-6.1042,1
5.4359,-5.3104,1
3.6915,-4.0346,1
4.1605,-4.04,1
4.1661,-4.0236,1
5.6138,-5.7687,1
5.1838,-5.0712,1
4.7764,-4.5355,1
6.4151,-6.3416,1
0.88942,-0.99695,1
5.2951,-5.1309,1
7.406,-7.319,1
6.402,-6.346,1
0.4359,-0.50191,1
3.4654,-3.301,1
0.59758,-0.76875,1
5.9535,-5.8035,1
4.0617,-3.9438,1
3.2795,-3.1283,1
3.1696,-3.191,1
-0.20418,0.0046759,1
6.2996,-6.2247,1
5.0233,-4.8469,1
6.6661,-6.537,1
0.79259,-0.88054,1
2.7518,-2.9921,1
8.2351,-8.0049,1
1.8569,-1.8296,1
7.7403,-7.4535,1
3.7735,-3.6103,1
5.8398,-5.5991,1
2.1418,-2.0109,1
2.9627,-2.8188,1
6.9952,-6.8095,1
5.3884,-5.1313,1
5.0454,-5.3067,1
6.4028,-6.2781,1
4.4139,-4.2536,1
5.5499,-5.6699,1
4.6586,-4.4347,1
3.3617,-3.4289,1
7.4067,-7.3118,1
0.78038,-0.99091,1
8.0904,-7.8644,1
6.3171,-6.173,1
3.2347,-2.9858,1
5.9638,-5.9102,1
6.763,-6.5324,1
4.7666,-4.5711,1
3.6463,-3.5487,1
8.9741,-8.6763,1
4.2623,-4.0709,1
5.2447,-5.1008,1
2.7678,-2.8285,1
5.2923,-5.1829,1
6.9827,-6.7543,1
3.3377,-3.2439,1
5.6416,-5.4804,1
2.251,-2.0152,1
3.3025,-3.4805,1
3.679,-3.4831,1
6.4399,-6.2983,1
3.6351,-3.6545,1
4.4465,-4.3763,1
5.0596,-5.0259,1
1.5093,-1.4471,1
1.498,-1.7092,1
1.3579,-1.1663,1
5.7231,-5.5898,1
4.4398,-4.696,1
6.8358,-6.7751,1
4.2444,-4.2624,1
6.3377,-6.2133,1
3.5292,-3.7761,1
5.7298,-5.6412,1
2.8273,-2.7865,1
5.5216,-5.3172,1
7.9529,-7.7149,1
2.4047,-2.3372,1
4.9109,-4.8402,1
5.9964,-5.823,1
5.1883,-5.3581,1
0.53473,-0.54269,1
4.6612,-4.4978,1
1.1615,-1.3696,1
4.3301,-4.1909,1
0.56185,-0.73789,1
5.7669,-5.6282,1
4.5297,-4.5507,1
4.2551,-4.1176,1
5.3731,-5.1754,1
4.2382,-4.0624,1
-1.6642,1.6141,1
6.2489,-6.1487,1
5.2077,-5.0566,1
9.02,-8.9983,1
4.766,-4.5357,1
3.494,-3.6113,1
4.9984,-4.903,1
5.5312,-5.525,1
3.8201,-3.828,1
6.1413,-5.914,1
7.0414,-6.8812,1
6.715,-6.5644,1
3.6982,-3.4748,1
6.22,-6.0781,1
2.7484,-2.5373,1
5.3172,-5.1657,1
2.2643,-2.3554,1
2.5354,-2.4368,1
5.4359,-5.4863,1
3.3446,-3.2006,1
3.4624,-3.3392,1
6.0226,-5.9512,1
6.6766,-6.5024,1
5.3848,-5.265,1
8.8975,-9.0484,1
7.1201,-6.9677,1
4.592,-4.4604,1
6.4968,-6.314,1
1.9056,-2.0637,1
3.1997,-2.99,1
6.957,-6.7899,1
4.3345,-4.1583,1
7.7071,-7.6791,1
1.3239,-1.2321,1
0.53644,-0.65901,1
6.1922,-6.0769,1
2.2676,-2.1108,1
4.3745,-4.1217,1
8.8439,-8.7087,1
3.6385,-3.5669,1
6.077,-6.209,1
3.4464,-3.3503,1
4.1783,-4.1147,1
2.6775,-2.6296,1
7.5897,-7.4817,1
4.3026,-4.2326,1
1.964,-1.9877,1
4.1354,-3.9497,1
4.1085,-3.9481,1
5.0161,-4.9513,1
2.6855,-2.7057,1
4.7211,-4.532,1
4.5242,-4.6694,1
3.7672,-3.6595,1
5.586,-5.3182,1
3.803,-3.9067,1
4.2892,-4.0858,1
6.7335,-6.5395,1
6.2335,-6.1338,1
4.9939,-4.8649,1
6.5486,-6.3366,1
3.8525,-3.9018,1
3.2451,-3.2706,1
1.2354,-1.1602,1
6.2636,-6.1302,1
4.0504,-3.8635,1
7.4536,-7.2975,1
3.3513,-3.4785,1
3.9908,-3.7735,1
6.2052,-6.0329,1
4.6782,-4.6331,1
5.029,-4.8528,1
3.0785,-2.9864,1
7.236,-7.1942,1
4.5942,-4.5386,1
5.5961,-5.4721,1
5.1554,-5.021,1
1.7739,-1.8362,1
5.1643,-4.9699,1
4.6044,-4.3269,1
3.7665,-3.723,1
6.6118,-6.4797,1
4.7087,-5.0063,1
-0.10292,-0.09855,1
5.4338,-5.7413,1
6.7862,-6.6572,1
4.7822,-4.7719,1
3.9762,-3.8731,1
7.3514,-7.2233,1
7.3445,-7.1079,1
0.61244,-0.70767,1
3.5115,-3.5329,1
3.4373,-3.4579,1
4.495,-4.3635,1
2.3737,-2.1763,1
6.3673,-6.3519,1
7.5949,-7.3497,1
3.1835,-2.9903,1
1.7478,-1.5318,1
4.3037,-4.3068,1
1.8663,-1.8733,1
4.2597,-4.322,1
6.042,-6.1961,1
2.1528,-2.2721,1
5.1551,-4.9773,1
3.0403,-2.9886,1
9.2203,-9.027,1
5.8173,-5.9072,1
4.2282,-4.2795,1
6.8927,-6.7046,1
5.1394,-4.9985,1
2.2601,-2.2509,1
2.9527,-2.8595,1
4.027,-3.8132,1
5.0672,-4.9481,1
5.9371,-5.7615,1
1.5341,-1.6871,1
4.1602,-4.1141,1
8.5066,-8.3275,1
9.1814,-9.0328,1
1.8911,-1.9013,1
7.4255,-7.367,1
5.9256,-5.8147,1
4.0075,-4.1431,1
5.5308,-5.4038,1
7.319,-7.2132,1
3.2249,-2.9889,1
1.0853,-1.0627,1
4.0474,-3.8262,1
6.6825,-6.4947,1
6.0749,-5.8381,1
5.5611,-5.3835,1
5.2531,-5.1358,1
7.6612,-7.5042,1
4.0045,-3.7665,1
6.1425,-6.0576,1
1.0472,-0.89684,1
-0.023843,-0.22751,1
5.3004,-5.1104,1
-0.32352,0.2555,1
6.674,-6.5543,1
6.075,-6.1663,1
3.5486,-3.4181,1
4.0984,-4.1337,1
3.1347,-3.1036,1
4.6843,-4.7707,1
5.1052,-4.9247,1
4.7849,-4.9261,1
4.4209,-4.2372,1
6.841,-6.8163,1
5.2784,-5.3233,1
5.2571,-5.1997,1
5.0926,-4.9032,1
7.3056,-7.198,1
3.3868,-3.2135,1
5.7382,-5.4856,1
3.8345,-3.6602,1
8.2494,-8.0793,1
2.9168,-3.0233,1
5.761,-5.5351,1
4.9643,-4.7912,1
3.5302,-3.4492,1
5.8772,-5.698,1
3.87,-3.7,1
3.7289,-3.646,1
7.3539,-7.2101,1
4.8036,-4.6304,1
7.0065,-6.9619,1
4.7576,-4.5782,1
4.4502,-4.4184,1
3.7976,-3.5954,1
8.0248,-7.9024,1
3.3379,-3.3517,1
8.9761,-8.8397,1
4.1967,-4.0127,1
5.5111,-5.3499,1
2.6003,-2.5322,1
6.3023,-6.0685,1
7.7602,-7.6245,1
6.5906,-6.3894,1
-0.05317,0.047178,1
5.0105,-4.8724,1
6.4448,-6.2503,1
3.6647,-3.5925,1
1.8841,-1.6812,1
6.9387,-6.9812,1
7.9377,-7.9141,1
3.4661,-3.4644,1
5.2265,-5.2029,1
5.8402,-5.7766,1
5.6911,-5.4849,1
3.692,-3.5257,1
3.1342,-3.1041,1
5.7879,-5.6598,1
3.1754,-3.1583,1
7.9304,-7.7648,1
4.6065,-4.7199,1
7.4069,-7.2014,1
3.7126,-3.6106,1
1.604,-1.415,1
5.9574,-5.9085,1
3.8399,-3.7564,1
3.3891,-3.4323,1
3.2057,-3.0332,1
6.1749,-6.0142,1
5.6924,-5.6762,1
2.4688,-2.3567,1
0.086473,-0.11911,1
3.4923,-3.5243,1
6.3468,-6.2187,1
0.5745,-0.77437,1
4.7097,-4.5205,1
4.0193,-4.1194,1
5.3812,-5.2401,1
7.0786,-6.9038,1
7.4662,-7.3609,1
-1.3731,1.2267,1
3.2077,-3.1489,1
5.5537,-5.3256,1
6.3713,-6.3172,1
-2.8369,2.9172,1
9.1095,-8.9615,1
4.8232,-4.6763,1
7.6581,-7.5764,1
3.7804,-3.6304,1
7.2548,-7.2549,1
2.4186,-2.1769,1
2.9141,-2.835,1
5.0972,-4.9095,1
4.0889,-4.2282,1
7.2546,-7.2087,1
-0.01729,-0.11933,1
4.96,-4.9594,1
5.3358,-5.1982,1
6.4273,-6.3095,1
9.6999,-9.3703,1
9.4603,-9.3218,1
2.4866,-2.324,1
5.0675,-5.0141,1
2.9511,-2.929,1
6.1392,-5.9166,1
5.6317,-5.6892,1
7.2208,-7.2673,1
0.9983,-1.2383,1
2.6902,-2.5015,1
1.9367,-1.9808,1
2.1706,-2.2288,1
6.3765,-6.3075,1
5.5988,-5.4615,1
4.5658,-4.5605,1
1.0605,-0.98756,1
5.4074,-5.253,1
3.2834,-3.0305,1
5.1317,-5.14,1
5.9342,-5.6889,1
2.5549,-2.3454,1
7.1421,-7.0303,1
3.5907,-3.4018,1
8.6777,-8.6598,1
3.4936,-3.476,1
3.96,-3.9023,1
2.0817,-2.1965,1
3.9422,-3.7291,1
6.4129,-6.2257,1
5.6276,-5.5177,1
7.4449,-7.4291,1
7.9929,-7.8227,1
4.8774,-4.7565,1
6.141,-6.2262,1
9.5885,-9.5593,1
4.044,-4.2237,1
6.9845,-6.8637,1
3.3904,-3.2957,1
6.3165,-6.3459,1
6.559,-6.3688,1
5.551,-5.6571,1
3.5861,-3.3907,1
8.1518,-8.1972,1
6.2014,-5.9405,1
3.0742,-2.8562,1
4.6185,-4.4516,1
8.6526,-8.554,1
2.3176,-2.5792,1
3.8974,-3.6868,1
2.5702,-2.3087,1
3.0761,-2.8939,1
5.6543,-5.4601,1
4.1299,-3.9711,1
2.7269,-2.5117,1
6.5794,-6.3676,1
5.3615,-5.3206,1
4.5572,-4.3285,1
3.792,-3.7125,1
2.3639,-2.5002,1
3.5258,-3.4393,1
1.8213,-1.6433,1
3.2785,-3.2023,1
4.4992,-4.4004,1
1.9734,-1.7693,1
4.6079,-4.4334,1
6.8999,-6.8321,1
1.8511,-1.735,1
7.0798,-7.1066,1
4.5644,-4.4281,1
6.0513,-6.3402,1
0.3796,-0.50814,1
3.7268,-3.6765,1
4.1438,-3.9713,1
7.283,-7.2452,1
6.9262,-6.8065,1
2.6827,-3.0305,1
2.3263,-2.4297,1
5.4119,-5.2366,1
3.8261,-3.8356,1
5.3494,-5.1823,1
7.7852,-7.6548,1
1.9484,-2.1566,1
4.7273,-4.7901,1
4.7647,-4.6463,1
3.9029,-3.7338,1
6.2629,-6.0409,1
4.194,-4.1306,1
3.4502,-3.6572,1
7.9709,-8.082,1
3.3593,-3.1427,1
4.2096,-4.2336,1
7.4517,-7.3094,1
2.9427,-2.7801,1
7.1668,-7.2318,1
3.7318,-3.5533,1
6.9467,-6.8305,1
2.7281,-2.6174,1
5.5779,-5.4665,1
6.1474,-5.9056,1
6.1829,-6.0507,1
3.6953,-3.5924,1
2.5918,-2.4122,1
3.5108,-3.3493,1
2.1283,-2.2536,1
4.6049,-4.5536,1
4.8373,-4.5796,1
4.3495,-4.1652,1
6.4859,-6.3757,1
5.315,-5.3747,1
4.3036,-4.1877,1
5.8145,-5.9619,1
4.821,-4.6345,1
2.3021,-2.1247,1
5.4965,-5.3797,1
3.9065,-3.7254,1
2.498,-2.5804,1
6.3769,-6.3487,1
3.3578,-3.4773,1
4.3436,-4.1708,1
4.9857,-4.851,1
3.2067,-2.9565,1
4.4494,-4.4113,1
3.4541,-3.2055,1
2.9769,-2.8657,1
4.8662,-5.0117,1
4.0515,-3.9416,1
0.6518,-0.99912,1
4.0284,-3.8697,1
5.7131,-5.7327,1
6.367,-6.1409,1
6.4655,-6.6389,1
3.3118,-3.1652,1
4.7456,-4.8459,1
7.6396,-7.5246,1
8.1161,-8.2347,1
3.5645,-3.6434,1
3.7159,-3.6092,1
4.0049,-3.7649,1
2.7838,-2.5854,1
3.9252,-3.7796,1
4.476,-4.4274,1
5.1139,-5.2326,1
5.0575,-5.0118,1
3.2727,-3.0821,1
1.4214,-1.36,1
1.7105,-1.8189,1
3.8308,-3.6895,1
3.3578,-3.2146,1
2.3416,-2.4397,1
6.1877,-6.368,1
4.087,-4.0342,1
5.9114,-5.9174,1
2.9054,-3.1713,1
4.4056,-4.1745,1
3.3995,-3.4249,1
7.0568,-6.9382,1
4.4437,-4.3123,1
4.7464,-4.6915,1
2.7572,-2.5738,1
3.3684,-3.3745,1
2.3372,-2.4177,1
5.0142,-4.9559,1
4.4072,-4.1792,1
3.6238,-3.4353,1
4.5238,-4.6518,1
3.5646,-3.3561,1
4.1913,-4.0246,1
8.068,-8.0061,1
3.5489,-3.5874,1
8.2916,-8.399,1
3.4144,-3.2749,1
3.0436,-3.0242,1
5.8962,-5.8785,1
4.682,-4.5071,1
3.2679,-3.3034,1
4.6755,-4.8942,1
4.6535,-4.7886,1
1.9736,-2.0789,1
4.69,-4.6707,1
4.9683,-4.7606,1
1.5523,-1.4036,1
-2.1027,1.801,1
3.6128,-3.6289,1
4.1405,-3.9338,1
6.148,-6.3869,1
5.1766,-5.0001,1
5.2397,-4.9939,1
2.9787,-3.0567,1
7.1152,-7.0468,1
5.9488,-5.7626,1
6.2852,-6.0894,1
6.7341,-6.6539,1
3.8593,-3.6861,1
3.5306,-3.506,1
6.4306,-6.5775,1
2.3631,-2.3337,1
4.5066,-4.3078,1
5.4667,-5.2491,1
6.1276,-5.9519,1
3.7114,-3.5978,1
7.2795,-7.1842,1
0.79179,-0.70496,1
4.205,-4.1589,1
3.7399,-3.8968,1
6.2124,-6.0718,1
4.7704,-4.6924,1
3.1029,-3.0292,1
8.2082,-7.9636,1
5.6928,-5.48,1
4.4812,-4.6228,1
3.3756,-3.2251,1
6.388,-6.2316,1
5.8629,-5.774,1
4.5132,-4.4329,1
1.1843,-1.2367,1
3.1912,-3.2752,1
3.8817,-3.8206,1
7.8483,-7.8177,1
4.0469,-3.9564,1
5.8493,-5.5861,1
4.4553,-4.3078,1
1.8679,-1.7426,1
6.6529,-6.4761,1
4.5318,-4.469,1
6.1471,-5.9874,1
2.6122,-2.7057,1
5.9692,-5.9505,1
3.4432,-3.374,1
3.6846,-3.5598,1
7.4515,-7.4466,1
2.9799,-3.0575,1
2.3672,-2.4255,1
5.3317,-5.1184,1
4.0126,-3.8363,1
4.6667,-4.9202,1
4.2149,-4.0129,1
4.8018,-4.5653,1
3.4913,-3.3592,1
5.5861,-5.6992,1
2.5816,-2.858,1
2.6734,-2.5046,1
7.0698,-6.9838,1
6.4322,-6.2651,1
4.0287,-4.1757,1
3.9786,-4.1146,1
2.8577,-2.7187,1
4.9895,-4.9105,1
3.8487,-3.609,1
3.4942,-3.3205,1
3.3799,-3.245,1
3.0171,-3.1004,1
2.894,-2.8176,1
3.7751,-3.6501,1
3.4421,-3.4269,1
5.5432,-5.2494,1
4.831,-4.5583,1
3.2518,-3.0827,1
4.9246,-4.7197,1
4.9069,-4.8499,1
1.4121,-1.3999,1
3.0485,-2.8801,1
4.6489,-4.578,1
3.9517,-3.7787,1
2.6702,-2.4925,1
4.0789,-3.9374,1
6.6613,-6.4747,1
3.9004,-3.6875,1
6.7253,-6.7944,1
4.0135,-3.9813,1
5.8782,-5.6048,1
4.8527,-4.6411,1
5.0235,-4.9338,1
3.6396,-3.6746,1
2.9686,-2.9909,1
2.2661,-2.1438,1
6.0958,-5.9028,1
6.1688,-6.1068,1
4.1188,-3.9609,1
5.4714,-5.571,1
5.0872,-4.8931,1
2.6908,-2.6771,1
0.11368,-0.17828,1
3.2828,-3.1629,1
7.6338,-7.424,1
5.5293,-5.5007,1
4.4994,-4.6194,1
3.1489,-2.905,1
2.4476,-2.3359,1
7.5238,-7.4791,1
5.0604,-4.9396,1
3.0577,-2.9222,1
8.6322,-8.694,1
1.0892,-0.98171,1
6.7178,-6.6747,1
6.1558,-6.0106,1
4.4336,-4.4101,1
7.328,-7.2759,1
5.0368,-4.8765,1
6.5242,-6.3462,1
6.0416,-5.9895,1
0.88276,-0.90202,1
3.4928,-3.3036,1
2.9504,-2.7507,1
2.1952,-2.201,1
6.001,-5.889,1
5.1799,-5.0452,1
1.3881,-1.3074,1
6.5564,-6.2495,1
3.3776,-3.2539,1
7.529,-7.7111,1
6.1033,-5.9131,1
3.5491,-3.4187,1
3.6588,-3.5859,1
3.802,-3.7423,1
3.545,-3.5184,1
5.2117,-4.9916,1
2.2925,-2.2375,1
6.6789,-6.7684,1
-1.0328,0.89517,1
7.0843,-6.935,1
6.7512,-6.6676,1
3.713,-3.5991,1
6.2661,-6.0973,1
6.0091,-5.9941,1
6.8603,-6.8321,1
2.9251,-3.0045,1
1.5034,-1.4071,1
9.0189,-8.7693,1
3.5603,-3.5848,1
2.423,-2.4016,1
3.9809,-4.0722,1
3.2379,-2.9901,1
5.6424,-5.5685,1
2.8744,-2.6669,1
4.6479,-4.6257,1
4.5047,-4.3456,1
4.1974,-4.0108,1
1.9209,-2.0546,1
6.3019,-6.1106,1
3.2149,-3.3307,1
5.2865,-5.1676,1
2.4514,-2.29,1
2.7043,-2.4856,1
5.5413,-5.3956,1
7.3204,-7.4656,1
4.2005,-3.9606,1
5.6112,-5.5358,1
3.7183,-3.5045,1
1.2202,-1.0898,1
6.2538,-6.1217,1
5.2887,-5.2736,1
6.8402,-6.7589,1
3.2166,-3.2308,1
6.5434,-6.4877,1
2.7085,-2.535,1
3.739,-3.587,1
7.4169,-7.2443,1
9.0175,-8.9637,1
7.1705,-6.9064,1
2.527,-2.5545,1
6.8887,-6.7865,1
10.142,-10.037,1
5.7454,-5.6598,1
8.1228,-7.9443,1
3.8115,-3.6927,1
5.1459,-5.082,1
5.1514,-5.0885,1
2.7272,-2.6318,1
7.9275,-8.0481,1
5.3293,-5.0848,1
4.0188,-3.79,1
9.4079,-9.2411,1
2.9903,-3.1713,1
5.443,-5.1978,1
7.219,-7.0865,1
0.83653,-0.94558,1
4.8677,-4.677,1
3.2156,-3.2944,1
6.3653,-6.1749,1
3.5597,-3.3808,1
2.5896,-2.4456,1
3.57,-3.5259,1
4.3126,-4.2071,1
4.6521,-4.6247,1
5.8184,-5.9248,1
2.8133,-2.9116,1
5.6559,-5.5022,1
4.5781,-4.5312,1
6.8944,-6.7983,1
6.5319,-6.4884,1
6.4484,-6.1884,1
3.2817,-3.4439,1
2.1257,-2.2073,1
3.561,-3.3651,1
3.3371,-3.4522,1
6.6628,-6.6377,1
4.4205,-4.4667,1
6.2058,-6.1957,1
3.8313,-3.7114,1
3.3652,-3.3027,1
1.0941,-1.4381,1
4.9803,-5.0209,1
2.9057,-2.7312,1
3.9612,-3.8525,1
5.2457,-5.1621,1
3.8043,-3.9998,1
2.4885,-2.3604,1
6.5407,-6.2245,1
6.2187,-6.0596,1
2.2896,-2.0906,1
4.5665,-4.7196,1
6.5991,-6.412,1
4.2411,-3.9684,1
1.581,-1.6404,1
3.6639,-3.4689,1
4.3495,-4.3315,1
3.3893,-3.2406,1
5.211,-5.1378,1
6.4984,-6.3798,1
11.583,-11.47,1
3.1365,-3.0547,1
3.3946,-3.3054,1
3.8348,-3.6664,1
5.7456,-5.8618,1
2.9776,-2.8078,1
3.3786,-3.4754,1
5.6458,-5.5354,1
2.6249,-2.4531,1
2.3969,-2.4816,1
8.5552,-8.4336,1
7.4426,-7.2828,1
5.2912,-5.119,1
5.6004,-5.489,1
2.7639,-2.8018,1
2.9521,-2.8299,1
2.9461,-2.836,1
0.21447,-0.28269,1
5.3132,-5.1765,1
4.3064,-4.1745,1
2.5849,-2.3975,1
1.6747,-1.6553,1
2.8134,-2.6913,1
5.8842,-5.918,1
5.5682,-5.3555,1
4.5834,-4.5606,1
1.7624,-1.6301,1
5.4523,-5.3458,1
2.1455,-2.2509,1
0.01041,-0.052345,1
2.0567,-1.911,1
3.0976,-2.8526,1
4.6918,-4.4509,1
6.487,-6.3079,1
4.3553,-4.1574,1
7.5747,-7.4846,1
6.3689,-6.4371,1
8.2817,-8.151,1
3.7996,-3.9302,1
4.3701,-4.1492,1
3.8737,-3.7406,1
3.4731,-3.2773,1
4.5645,-4.5157,1
10.039,-9.9876,1
1.8976,-1.7037,1
3.6859,-3.6346,1
4.2233,-4.0557,1
3.1503,-3.1499,1
5.3776,-5.1792,1
6.6949,-6.5591,1
5.2668,-5.1035,1
2.7633,-2.9401,1
5.5001,-5.3038,1
5.1353,-5.0957,1
6.3293,-6.1889,1
5.8021,-5.9105,1
4.7715,-4.6181,1
4.3155,-4.1502,1
4.5284,-4.3274,1
6.3837,-6.2272,1
4.1389,-4.0232,1
4.7335,-4.6118,1
2.7405,-3.086,1
4.9966,-5.1708,1
5.3925,-5.5513,1
3.1433,-3.1418,1
4.4917,-4.3777,1
3.0495,-3.1658,1
6.0935,-5.9269,1
4.9438,-5.0745,1
8.3236,-8.2098,1
5.8531,-5.6856,1
7.5045,-7.3239,1
6.0656,-6.0287,1
5.7515,-5.5607,1
4.5031,-4.489,1
3.695,-3.5872,1
5.4789,-5.3518,1
6.51,-6.3777,1
4.0795,-4.1408,1
4.6349,-4.4843,1
4.4842,-4.2349,1
2.9692,-2.8591,1
4.3992,-4.5198,1
1.365,-1.4535,1
6.7333,-6.7201,1
5.3999,-5.2738,1
2.541,-2.6794,1
4.3673,-4.1556,1
4.815,-4.6476,1
7.5053,-7.3161,1
6.2495,-6.0117,1
6.0456,-5.8014,1
6.377,-6.2183,1
4.4421,-4.2457,1
0.29578,-0.51971,1
3.9325,-4.1623,1
1.6894,-1.9177,1
4.4586,-4.5682,1
3.0231,-2.9546,1
6.2393,-6.0972,1
5.8955,-5.8632,1
3.3018,-3.1832,1
9.7282,-9.6545,1
7.7552,-7.5894,1
6.9488,-6.6781,1
3.5423,-3.5009,1
