@relation shedat-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 {1,2,3,}

@data
-0.71637,1.5309,-0.79628,2
-0.63497,1.3608,-0.5768,2
-0.80744,2.6392,-1.3973,2
-2.5551,2.9432,-0.055817,2
-1.2422,-0.083681,1.5171,2
-2.4791,2.2419,0.56324,2
-1.5099,2.6223,-0.99548,2
-1.1136,3.3743,-2.1709,2
-0.99191,2.1104,-0.87366,2
-1.9408,3.861,-1.6437,2
-1.4015,4.2865,-2.6626,2
-1.3149,4.3256,-2.7689,2
-2.0415,3.3076,-1.0313,2
-2.925,4.223,-1.0698,2
-0.24959,1.6042,-1.1933,2
-2.3341,6.1617,-3.6299,2
-0.88033,1.8808,-0.91907,2
-1.3806,3.0913,-1.5277,2
-3.7203,3.1422,0.69902,2
-1.0228,4.242,-3.0451,2
-1.0853,2.0551,-0.91899,2
-1.2925,1.0918,0.22198,2
-2.3078,1.4881,0.87135,2
-1.3756,3.0942,-1.6749,2
-0.46645,2.5855,-1.9563,2
-1.9746,3.3807,-1.1726,2
-1.9178,6.0596,-4.0006,2
-0.87127,1.1174,-0.036812,2
-1.8338,0.47191,1.4461,2
-1.9252,3.2737,-1.023,2
-0.85462,3.31,-2.4225,2
-0.85462,3.31,-2.4225,2
-0.85462,3.31,-2.4225,2
-2.9455,2.5017,0.39979,2
-0.89446,2.5487,-1.5812,2
-2.0585,3.9788,-1.789,2
-3.9249,5.7888,-1.5384,2
-1.5166,2.1411,-0.50005,2
-0.75187,-0.0040748,0.93486,2
-1.3999,0.52611,0.98273,2
-3.7455,2.8843,1.0421,2
-1.5108,1.588,0.10599,2
-0.6176,1.3414,-0.62643,2
-1.3936,1.4409,0.082579,2
-0.93893,0.075884,1.0182,2
-2.1655,3.8019,-1.6873,2
-2.13,3.6654,-1.5887,2
-2.2647,3.8692,-1.4616,2
-2.2229,4.0015,-1.6323,2
-0.75493,2.8534,-1.7856,2
-1.349,-0.29817,1.7345,2
-2.7875,3.2183,-0.33241,2
-1.6714,1.8414,-0.025188,2
-3.7953,1.8331,2.1289,2
-0.705,1.8488,-1.0371,2
-1.4783,3.9728,-2.3308,2
-1.5269,4.0421,-2.3605,2
-2.6506,2.2438,0.38798,2
-0.92877,0.55617,0.43202,2
-1.4721,3.745,-2.0518,2
-3.1901,4.0239,-0.90394,2
-3.1901,4.0239,-0.90394,2
-2.2717,2.6725,-0.27868,2
-3.4298,4.6169,-0.99118,2
-2.9926,3.0488,0.2318,2
-2.7308,3.2216,-0.37262,2
-0.82697,0.0032374,0.98089,2
-2.4065,1.9976,0.6518,2
-1.3292,0.67004,0.75206,2
-1.6228,2.3688,-0.67953,2
-0.99021,4.1095,-2.8899,2
-0.62049,3.1923,-2.3489,2
-0.62049,3.1923,-2.3489,2
-2.4781,3.7122,-1.2509,2
-2.4781,3.7122,-1.2509,2
-2.4781,3.7122,-1.2509,2
-3.0592,2.6836,0.59606,2
-2.6915,5.6299,-2.594,2
-2.2384,3.544,-1.1424,2
-0.81559,2.0069,-0.91604,2
-3.9265,4.3414,-0.25163,2
-1.8171,1.2775,0.62871,2
-3.0124,3.6828,-0.53338,2
-1.0323,3.512,-2.4268,2
-1.571,3.1826,-1.4928,2
-1.4865,1.8566,-0.4308,2
-0.52869,1.6392,-0.71044,2
0.035409,4.755,-4.4637,2
-2.2057,4.83,-2.6386,2
-2.6949,4.9106,-2.2358,2
-0.73909,1.8752,-1.0766,2
-2.8494,2.1211,0.8323,2
-4.1033,5.9232,-1.5746,2
-1.475,1.5763,0.27401,2
-0.92379,2.5268,-1.3762,2
-1.8313,3.6521,-1.5487,2
0.0031799,0.56095,-0.57749,2
-0.5172,1.2613,-0.62033,2
-0.78599,2.6978,-1.8046,2
-2.5308,4.8066,-2.0199,2
-0.29389,3.517,-2.9999,2
-1.5803,2.2397,-0.45454,2
-0.37175,1.7746,-1.2047,2
-0.51365,2.0989,-1.4158,2
-2.1757,5.3535,-3.1953,2
-2.2838,2.8058,-0.3422,2
-2.1757,5.3535,-3.1953,2
-0.88807,0.93375,0.12274,2
-0.70223,1.872,-1.1851,2
-0.68328,1.8895,-1.213,2
-3.8016,4.7861,-0.713,2
-3.1464,2.2116,1.0554,2
-2.9181,5.4661,-2.2572,2
-1.0291,0.55867,0.57283,2
-1.4935,4.9058,-2.9918,2
-1.4935,4.9058,-2.9918,2
-1.6514,4.5301,-2.7,2
-1.0764,2.7666,-1.3357,2
-1.0764,2.7666,-1.3357,2
-0.34869,2.7577,-2.3798,2
-1.1571,3.9058,-2.5953,2
-0.095082,2.2724,-2.0435,2
-0.095082,2.2724,-2.0435,2
-1.8918,3.1305,-1.1517,2
-3.101,1.798,1.7306,2
-0.62811,1.9415,-1.2068,2
-1.5882,1.582,0.16688,2
-0.35253,3.0505,-2.5944,2
-2.2623,0.97142,1.2165,2
-0.65959,0.059972,0.69309,2
-1.1779,2.8109,-1.4016,2
-1.1779,2.8109,-1.4016,2
0.24567,1.5872,-1.7214,2
-2.0783,3.9053,-1.414,2
-2.0295,4.1475,-2.1066,2
-2.0295,4.1475,-2.1066,2
-0.42624,0.62835,0.051154,2
-2.313,3.967,-1.2822,2
-1.3591,1.7504,-0.23494,2
-2.5906,3.6074,-0.82417,2
-3.4337,4.4374,-0.75534,2
-1.4721,3.558,-1.9752,2
-2.0908,2.9652,-0.81758,2
-3.492,3.8312,-0.15187,2
-1.3338,1.6158,-0.18455,2
-0.78881,1.1951,-0.28777,2
-2.2624,1.8634,0.57468,2
-2.9488,3.0552,-0.077065,2
-1.2464,4.108,-2.8055,2
-3.2012,4.7136,-1.3529,2
-0.73998,1.8574,-0.9218,2
-1.5282,4.2181,-2.6403,2
-0.1677,1.9466,-1.7092,2
0.0038293,2.3373,-2.1178,2
-0.31726,2.2516,-1.7563,2
-0.29648,2.305,-1.8295,2
-0.60367,2.685,-1.9684,2
-0.54563,0.22489,0.4361,2
-0.043626,2.0329,-1.7868,2
0.27511,2.8638,-2.9228,2
-1.977,1.7572,0.36503,2
-0.86487,0.35804,0.62126,2
-1.3638,2.1918,-0.61517,2
-2.3965,3.8062,-1.3461,2
-3.5683,5.0797,-1.2227,2
-3.5683,5.0797,-1.2227,2
-2.0576,3.2116,-0.96232,2
-3.4992,5.0428,-1.3313,2
-2.0477,2.2303,0.08231,2
-1.0398,1.5224,-0.38099,2
-3.1425,2.7745,0.29062,2
-1.4431,2.9297,-1.3261,2
-1.9563,2.5667,-0.42657,2
-0.3874,1.87,-1.3459,2
-0.3874,1.87,-1.3459,2
-2.0478,3.5753,-1.3617,2
-1.4431,2.9297,-1.3261,2
-1.4984,2.8104,-1.1581,2
-0.46441,0.4056,0.071842,2
-2.616,3.8758,-1.1686,2
-2.616,3.8758,-1.1686,2
-1.6195,5.9104,-4.0884,2
-0.13002,2.1367,-1.8349,2
-1.293,3.7693,-2.2929,2
-0.27372,2.7601,-2.3744,2
-1.7348,4.0219,-2.0189,2
-2.2672,3.56,-1.158,2
-2.2672,3.56,-1.158,2
-3.4924,3.8017,-0.074211,2
-2.1128,4.8617,-2.5244,2
-1.1916,2.7098,-1.2626,2
-2.1479,4.2783,-1.998,2
-1.1117,5.5245,-4.2183,2
-3.4292,5.2832,-1.7571,2
-3.4292,5.2832,-1.7571,2
-1.8407,4.1023,-2.1374,2
-1.5531,3.6545,-1.8519,2
-0.99117,1.1665,-0.12365,2
-1.3774,1.9123,-0.4734,2
-1.3872,1.9987,-0.54897,2
-0.7763,1.6099,-0.59638,2
-0.7763,1.6099,-0.59638,2
-0.7763,1.6099,-0.59638,2
-0.83412,2.8719,-1.9316,2
-0.83412,2.8719,-1.9316,2
-0.83412,2.8719,-1.9316,2
0.19455,1.5807,-1.7308,2
-1.2678,1.458,-0.089896,2
-1.3207,2.8925,-1.3809,2
-2.0599,3.6446,-1.4454,2
0.17587,0.46665,-0.50811,2
-2.5963,3.1621,-0.40491,2
-2.7828,3.1754,-0.33745,2
-1.5875,2.3444,-0.62142,2
-3.6836,2.4722,1.351,2
-0.17954,1.857,-1.6002,2
-1.184,4.067,-2.5659,2
-0.7891,0.63461,0.33533,2
-0.15584,2.4159,-2.1636,2
-1.8903,1.9878,0.12114,2
-4.0768,4.9947,-0.68506,2
-1.4612,2.0627,-0.4389,2
-1.3723,0.43308,1.0364,2
-1.3723,0.43308,1.0364,2
-1.2897,2.3596,-0.83686,2
-0.62716,3.1216,-2.4137,2
-0.62716,3.1216,-2.4137,2
-0.9439,0.61738,0.60777,2
-1.7764,2.5419,-0.72417,2
-0.60971,3.24,-2.3148,2
-1.6827,1.8685,-0.18664,2
-1.6844,2.7706,-0.87623,2
-0.80575,1.0452,0.0066347,2
-1.7209,3.5371,-1.5868,2
-1.9338,5.5803,-3.5997,2
-1.6207,0.77169,0.93966,2
-1.5366,3.4445,-1.7256,2
-1.5457,3.9906,-2.04,2
-1.9434,1.1474,0.96613,2
-0.56472,4.0101,-3.2478,2
-0.56472,4.0101,-3.2478,2
-0.56472,4.0101,-3.2478,2
-0.6896,3.44,-2.6137,2
-2.5925,3.1959,-0.32918,2
-0.32475,2.6344,-2.1909,2
-0.32475,2.6344,-2.1909,2
-1.8675,2.0069,-0.039091,2
-2.6657,3.7561,-0.84371,2
-1.3998,4.5032,-3.1395,2
-1.3851,1.735,-0.30249,2
-2.0484,4.0364,-1.8603,2
-1.4571,2.1591,-0.7948,2
-2.2018,2.3944,-0.18134,2
-0.87758,1.0765,-0.091179,2
-0.27372,2.7601,-2.3744,2
-1.5531,2.3343,-0.65053,2
-0.61177,2.8034,-2.0258,2
-0.61177,2.8034,-2.0258,2
-2.602,3.338,-0.54708,2
-0.23444,1.1422,-0.78746,2
-1.0073,1.841,-0.75152,2
-1.2106,0.51433,0.76818,2
-0.4591,1.9129,-1.4119,2
-2.2156,4.7628,-2.3228,2
-1.8156,2.7227,-0.75639,2
-1.8156,2.7227,-0.75639,2
-1.8156,2.7227,-0.75639,2
-1.8156,2.7227,-0.75639,2
-1.4655,3.1553,-1.4346,2
-2.2708,2.9956,-0.40256,2
-2.2708,2.9956,-0.40256,2
-2.7828,3.1754,-0.33745,2
-2.9563,5.1715,-1.9134,2
-2.5168,1.9666,0.65617,2
-1.7179,2.1562,-0.23043,2
-0.44005,2.5116,-1.9267,2
-0.68272,2.5042,-1.7996,2
-2.4131,2.777,-0.132,2
-1.8635,2.4401,-0.31992,2
-1.9055,3.1336,-1.0706,2
0.73725,1.516,-2.042,2
-1.1199,1.5735,-0.44536,2
-0.82756,0.88915,0.036628,2
-1.3746,5.7365,-4.1025,2
-1.4935,3.0656,-1.4988,2
-0.29541,2.0022,-1.6487,2
-1.1637,1.8575,-0.51174,2
-1.2854,2.6979,-1.3191,2
-1.8896,3.8069,-1.8424,2
-1.8896,3.8069,-1.8424,2
-1.5467,3.8865,-2.2251,2
-1.9704,4.3513,-2.133,2
-2.6143,4.9928,-2.1621,2
-1.5123,2.4633,-0.99002,2
-0.6078,1.7466,-0.97183,2
-1.2516,1.2185,0.19436,2
-0.99774,1.5158,-0.30227,2
-0.96449,2.8346,-1.7445,2
-2.4966,3.4658,-0.9115,2
-3.1838,5.0245,-1.5833,2
-1.4679,1.8045,-0.097323,2
-2.0602,2.8939,-0.68858,2
-4.2158,5.9174,-1.409,2
-1.2425,2.9878,-1.5593,2
-0.28695,2.3514,-1.9397,2
-1.5902,1.6293,0.16781,2
-1.9017,3.4541,-1.3836,2
-0.93398,3.5789,-2.4534,2
-3.0195,4.0892,-0.83969,2
-1.581,3.0525,-1.3446,2
-1.581,3.0525,-1.3446,2
-1.3551,3.3405,-1.7431,2
-0.88502,2.9286,-1.9357,2
-0.88502,2.9286,-1.9357,2
-2.3907,2.6544,-0.13451,2
-1.9591,1.7512,0.30372,2
-2.3819,5.6376,-2.9259,2
-1.6792,3.0377,-1.3044,2
-0.99299,3.289,-2.3232,2
-0.91943,0.91196,0.0093202,2
-0.89248,0.8448,0.055191,2
-1.3807,3.9905,-2.3376,2
-1.9774,4.1081,-1.9806,2
-1.9782,4.1091,-1.9831,2
-2.9136,1.677,1.4158,2
-0.96219,2.5422,-1.2772,2
-1.7155,2.186,-0.39192,2
-1.7954,4.0575,-2.0187,2
-1.8553,1.37,0.5556,2
-1.4973,3.7268,-2.0105,2
-0.21978,1.2157,-0.84771,2
-1.7007,3.6061,-1.9082,2
-1.7072,3.6153,-1.9095,2
-2.5183,6.0565,-3.3012,2
-1.6056,1.2817,0.47117,2
-2.5287,0.32698,2.3241,2
-3.0746,4.7977,-1.4656,2
-2.2717,5.7114,-3.0916,2
-1.7697,3.3038,-1.4059,2
-2.114,2.2191,-0.028027,2
-2.6216,6.4605,-3.5517,2
-1.5805,4.0993,-2.2819,2
0.23899,4.1425,-4.2058,2
-0.84007,1.0142,0.01716,2
-1.7514,2.6702,-0.76463,2
-1.8242,2.4904,-0.52074,2
-2.0076,4.0874,-1.9568,2
-2.0076,4.0874,-1.9568,2
-1.5237,2.7618,-0.9622,2
-2.2793,4.6189,-2.3241,2
-2.2793,4.6189,-2.3241,2
-1.5651,4.7364,-2.8903,2
-2.0602,3.0509,-0.98787,2
-0.34003,2.9095,-2.3573,2
-1.6452,1.2404,0.45472,2
-0.49594,2.1195,-1.5508,2
-1.5062,2.1753,-0.59486,2
-1.5062,2.1753,-0.59486,2
-1.4759,1.9873,-0.45293,2
-3.0876,3.2366,-0.029435,2
-3.2648,5.3689,-1.5923,2
-1.034,0.77006,0.50058,2
-1.8383,4.1816,-2.1443,2
-1.3288,3.5394,-1.972,2
-2.4372,4.2384,-1.6033,2
-0.057378,2.6673,-2.5379,2
-0.92025,0.38524,0.54577,2
-4.1746,5.7433,-1.2706,2
-0.56359,0.63336,0.026285,2
-1.7916,3.6401,-1.613,2
-0.48336,3.3131,-2.6072,2
-0.15546,2.7643,-2.4716,2
-0.48336,3.3131,-2.6072,2
-0.15546,2.7643,-2.4716,2
-0.48336,3.3131,-2.6072,2
-0.15546,2.7643,-2.4716,2
-4.1401,6.0009,-1.5452,2
-2.5045,2.348,0.32309,2
-1.0444,-0.42093,1.4699,2
-4.0603,3.3246,0.64788,2
-1.2014,0.39152,0.88227,2
-2.5216,4.7195,-1.9193,2
-1.2351,2.0446,-0.61094,2
-0.76196,3.0887,-2.1334,2
-3.2874,4.6851,-1.2269,2
0.36272,1.3808,-1.6993,2
-0.67839,2.7971,-1.9587,2
-0.67839,2.7971,-1.9587,2
-4.3357,3.1578,1.2773,2
-2.5472,-0.43164,2.9606,2
-0.2886,0.20155,0.16461,2
-0.2886,0.20155,0.16461,2
-0.96188,1.3462,-0.1427,2
-1.6581,2.2183,-0.36583,2
-0.51296,2.6466,-2.0226,2
-0.51296,2.6466,-2.0226,2
-2.8601,4.6237,-1.4747,2
-2.8601,4.6237,-1.4747,2
-2.8601,4.6237,-1.4747,2
-4.1442,5.8733,-1.4315,2
-2.1406,2.9299,-0.73719,2
-3.0729,4.3884,-1.0163,2
-2.5307,4.0786,-1.1919,2
-2.6376,3.594,-0.85822,2
-2.1763,1.8257,0.43322,2
-3.3621,4.1983,-0.69408,2
-2.0811,6.0152,-3.6,2
-1.9055,3.1188,-1.0648,2
-2.9637,3.6389,-0.2822,2
-5.3642,4.7231,0.9784,2
-1.2329,2.1289,-0.71586,2
-1.1788,1.5577,-0.21285,2
-0.96622,1.3899,-0.35909,2
-1.2783,1.7368,-0.34484,2
-1.0397,2.3266,-1.1832,2
-1.8073,2.4839,-0.43337,2
-1.578,2.5527,-0.86631,2
-1.578,2.5527,-0.86631,2
0.068539,0.80959,-0.79834,2
-0.97805,1.5094,-0.50079,2
-0.50711,3.2782,-2.6318,2
-0.18515,2.2128,-1.7995,2
-0.42806,5.646,-5.0288,2
-0.84925,2.3206,-1.2852,2
-0.84925,2.3206,-1.2852,2
-0.53795,1.2845,-0.68984,2
-1.1397,2.603,-1.2698,2
-1.8777,1.9695,0.032109,2
-1.7046,2.2114,-0.37243,2
-1.3859,2.2911,-0.68986,2
-1.4991,4.6761,-2.9849,2
-2.0883,3.0211,-0.79533,2
-2.2385,2.7232,-0.34578,2
-3.046,5.0703,-1.8748,2
-1.7825,3.5794,-1.5308,2
-0.90313,1.5782,-0.63583,2
-3.0271,5.5115,-2.1628,2
-3.0271,5.5115,-2.1628,2
-3.0271,5.5115,-2.1628,2
-1.5989,4.0738,-2.3815,2
-1.6821,3.6637,-1.8544,2
-2.6708,2.4406,0.31058,2
-1.7003,4.2184,-2.3225,2
-3.9164,5.8635,-1.6218,2
-1.5924,3.967,-2.1534,2
-0.91857,4.1902,-3.0589,2
-1.4993,4.7719,-3.0822,2
-1.4993,4.7719,-3.0822,2
-1.7752,2.9064,-1.1267,2
-1.89,0.71209,1.3195,2
-0.096087,2.823,-2.4526,2
-0.42799,3.6023,-3.0771,2
-2.07,0.90495,1.168,2
-4.1939,5.7482,-1.2803,2
-0.97203,2.7707,-1.6427,2
-1.8097,3.353,-1.5043,2
-1.9782,3.4071,-1.3984,2
-1.3602,1.1201,0.36592,2
-1.3602,1.1201,0.36592,2
-2.8224,3.301,-0.16084,2
-2.8575,2.4067,0.41719,2
-0.48458,0.71662,-0.066045,2
-0.97052,2.447,-1.3637,2
-0.76733,1.7515,-0.92069,2
-0.76733,1.7515,-0.92069,2
-1.0279,-0.09848,1.0827,2
-3.4455,5.0044,-1.2989,2
-1.4098,1.1733,0.43936,2
-0.72981,3.0896,-2.2403,2
-2.7477,1.4166,1.3525,2
-0.89361,0.89916,0.16421,2
-1.6757,3.6909,-1.8546,2
-1.7367,2.3025,-0.34748,2
-1.7465,2.153,-0.291,2
-0.78683,2.9238,-1.9963,2
-2.6662,4.3669,-1.4114,2
-1.0612,2.9566,-1.5444,2
-1.0612,2.9566,-1.5444,2
-1.0612,2.9566,-1.5444,2
-1.0612,2.9566,-1.5444,2
-1.0612,2.9566,-1.5444,2
-2.118,4.9317,-2.5123,2
-3.4332,5.493,-2.086,2
-0.37656,4.1098,-3.5456,2
-0.92556,2.8555,-1.7752,2
-0.80213,4.2789,-3.1437,2
-2.3076,1.4833,1.0285,2
-2.1308,2.724,-0.53315,2
-1.0966,2.3743,-1.1617,2
-2.2687,2.7017,-0.30364,2
-1.66,4.1003,-2.2706,2
-0.64303,4.5031,-3.7975,2
-0.64303,4.5031,-3.7975,2
-0.83406,3.0939,-2.1153,2
-1.1643,3.4016,-2.1181,2
-2.8599,3.4176,-0.44972,2
-2.0748,1.3497,0.57983,2
-3.0977,3.1202,0.1785,2
-3.0977,3.1202,0.1785,2
-1.9838,2.6291,-0.40599,2
-1.6013,2.9297,-1.1451,2
-0.72551,1.4151,-0.49557,2
-2.799,2.9319,-0.081183,2
-1.3935,3.2328,-1.6186,2
-1.3273,3.4699,-1.9635,2
0.092252,1.1781,-1.16,2
-0.94484,2.4599,-1.3231,2
-1.1822,4.6331,-3.3057,2
-0.40425,0.80547,-0.26195,2
-1.1822,4.6331,-3.3057,2
-0.99947,2.1254,-0.93374,2
0.042252,0.7884,-0.64265,2
-1.8483,4.1349,-2.0793,2
-1.2191,3.0155,-1.6494,2
-0.72286,2.8653,-1.9269,2
-1.6148,4.7585,-2.9334,2
-1.6148,4.7585,-2.9334,2
-1.6148,4.7585,-2.9334,2
-3.3859,4.1138,-0.56163,2
-0.47943,1.9026,-1.4108,2
-1.1463,2.8908,-1.7247,2
-1.2118,1.9473,-0.43272,2
0.40063,0.45655,-0.73283,2
-0.68566,2.5117,-1.676,2
-0.89519,2.9065,-1.8687,2
-0.93371,2.8076,-1.7336,2
0.25583,3.0422,-2.9791,2
-0.89519,2.9065,-1.8687,2
-0.70441,2.8248,-2.0575,2
-1.072,3.1733,-1.9257,2
-2.6139,4.3814,-1.5317,2
-1.9211,3.6304,-1.4747,2
-1.9211,3.6304,-1.4747,2
-1.2103,1.5727,-0.2171,2
-1.491,1.4126,0.31525,2
0.47773,2.6538,-2.8339,2
-1.1622,1.3548,-0.1546,2
-2.0223,4.2091,-2.0723,2
-0.77381,1.678,-0.71708,2
-2.068,2.5404,-0.33491,2
-1.4673,2.5563,-0.95029,2
-1.1901,2.5797,-1.3836,2
-1.8225,4.5598,-2.5712,2
-2.0417,4.2928,-1.9514,2
-0.82611,1.152,-0.17434,2
